Time	Text	Length	Number	Rocket_type	Rocket_number	for_search	Updated_date	Update_info	memo	
01/01 07:00:00	【今日の人工衛星】1/1 1990年：JCSAT-2 日本のJSAT(現・スカパーJSAT)保有の通信衛星。タイタンIIIロケットで打上、東経154度からサービスを提供。現在は寿命が切れている。	97	n010101d							
01/02 07:00:00	【今日の人工衛星】1/2 1959年：ルナ1号 旧ソ連の月探査機。旧ソ連は失敗した打上に番号を振らないため、月を目指した探査機としては4機目。月着陸には失敗したが人類初の人工惑星となった。	94	n010201d							
01/03 07:00:00	【今日の人工衛星】1/3 1999年：マーズ・ポーラー・ランダー アメリカの火星探査機。火星の近傍までは無事に到着したものの、通信が途絶え、行方不明となった。現在も探査機の跡は見つかっていない	96	n010301d							
01/04 07:00:00	【今日の人工衛星】1/4 1963年：スプートニク25号 旧ソ連の月探査機。世界初の月軟着陸を目指し着陸機を搭載。月面の写真を撮影する予定だったが、地球周回軌道からの脱出に失敗、大気圏に再突入した。	99	n010401d							
01/05 07:00:00	【今日の人工衛星】1/5 1969年：ベネラ5号 旧ソ連の金星探査機。ベネラ4号の観測結果を踏まえ、大気の測定がより精密に出来るようにされていた。	73	n010501d							
01/06 07:00:00	【今日の人工衛星】1/6 2003年：Coriolis アメリカの打ち上げた衛星。海面を吹く風を観測するWindSatと、太陽からの物質の放出を観測するSMEIを搭載	83	n010601d							
01/07 07:00:00	【今日の人工衛星】1/7 1998年：ルナ・プロスペクター アメリカの月探査機。クレメンタインの観測が示唆した月面の氷の存在の検証が重要な目的。中性子線分光計により水素の存在が確認され、水の存在の示唆が得られた	105	n010701d							
01/08 07:00:00	【今日の人工衛星】1/8 1985年：さきがけ　日本のハレー彗星探査機。8/19に打ち上げられた「すいせい」の姉妹機にあたり、さきがけでの経験が「すいせい」にフィードバックされた。	90	n010801d	J_M3S2	1	J_M3S2_1				
01/08 04:26:00	★1985年の今日1/8 4:26、M-3SIIロケット1号機でハレー彗星探査試験機さきがけが打ち上げられました。	57	n010801t1	J_M3S2	1	J_M3S2_1				
01/09 07:00:00	【今日の人工衛星】1/9 1990年：STS-32 スペースシャトル・コロンビアの打上。通信衛星の打ち上げと、長期暴露試験衛星LDEFの回収が目的。LDEFは6年間も宇宙を漂っていた。	92	n010901d							
01/10 07:00:00	【今日の人工衛星】1/10 1969年：ベネラ6号 旧ソ連の金星探査機。ベネラ4号の観測結果を踏まえた改良がなされた、1/5打上の5号の同型機。5,6号ともに金星に無事到達、降下カプセル投下にも成功。	100	n011001d							
01/11 07:00:00	【今日の人工衛星】1/11 1996年：STS-72 エンデバーの打上、若田光一飛行士の初のフライト。H-IIロケットで打ち上げた宇宙実験・観測フリーフライヤ (SFU)の回収が主な目的であった	97	n011101d							
01/12 07:00:00	【今日の人工衛星】1/12 2005年：ディープインパクト　アメリカの探査機。テンペル１彗星に衝突体を衝突させ、クレーターを生成、彗星の内部構造を調査するもの。調査は無事成功。現在はエキポシと改名、他の彗星などを観測	108	n011201d							
01/13 07:00:00	【今日の人工衛星】1/13 1993年：STS-54 スペースシャトル・エンデバーの5回目の打上。データ中継衛星TDRS-Fの打上などを実施。	71	n011301d							
01/14 07:00:00	【今日の人工衛星】1/14 1996年：Koreasat2 韓国通信(KT)が保有する通信・放送衛星。放送衛星の任務はKoreasat3に引き継がれている。	78	n011401d							
01/15 07:00:00	【今日の人工衛星】1/15 1991年：Italsat 1 イタリア初の実用の通信衛星。12,000回線分の通信が可能。現在は引退し墓場軌道に移っている	76	n011501d							
01/15 07:01:00	【今日の人工衛星】1/15 1995年：自立帰還型無人宇宙実験システム(EXPRESS) M-3SIIロケット8号機で打上。軌道再突入試験を目的としていたが実験は失敗。機体はガーナに着陸しており、翌年回収された。	106	n011502d	J_M3S2	8	J_M3S2_8				
01/15 22:45:00	★1995年の今日1/15 22:45、M-3SIIロケット8号機で自立帰還型無人宇宙実験システム(EXPRESS) が打ち上げられました。重量過多による異常振動のため予定の軌道には投入できず実験は失敗しました。機体自体は翌年回収されました。	121	n011502t1	J_M3S2	8	J_M3S2_8				
01/16 07:00:00	【今日の人工衛星】1/16 2003年：STS-107 スペースシャトル・コロンビアの打上。コロンビアは、同年2月1日の地球帰還時に空中分解事故を起こしている。 	81	n011601d							
01/17 07:00:00	【今日の人工衛星】1/17 1968年：Ferret 11 アメリカの軍事衛星。ソ連の防空レーダーの観測、音声通信の傍受、ミサイルや衛星の通信の記録などを行った	80	n011701d							
01/18 07:00:00	【今日の人工衛星】1/18 1963年：1965-003A アメリカ空軍の打ち上げた物体。詳細情報はNSSDCからは確認できず。1979年に消滅した模様。	77	n011801d							
01/19 07:00:00	【今日の人工衛星】1/19 2006年：ニューホライズンズ アメリカの惑星探査機。人類初の冥王星探査機である。打ち上げ直後の速度30km/sは史上最速、月軌道および木星までも史上最速で駆け抜け、冥王星を2015年から2016年にかけて探査。その後は太陽系外縁天体を観測予定。	137	n011901d				20180404	修正		
01/20 07:00:00	【今日の人工衛星】1/20 1978年：プログレス1号 旧ソ連・ロシアの宇宙補給船プログレスの初号機。サリュート6号への物資輸送に使用した。その後プログレスは42機作成、現在は次々世代のプログレスが使用されている	106	n012001d							
01/21 07:00:00	【今日の人工衛星】1/21 1964年：Relay 2 アメリカの実験通信衛星。初の太平洋横断TV中継を行ったのはRelay1だが、その同型機	71	n012101d							
01/22 07:00:00	【今日の人工衛星】1/22 2011年：HTV-2 日本の宇宙ステーション補給機の2号。このときから「こうのとり」の愛称がつけられた。国際宇宙ステーションへの補給を無事に完了した。	90	n012201d	J_H2B	2	J_H2B_2				
01/22 14:37:57	★2011年の今日1/22 14:37、H-IIBロケット2号機で宇宙ステーション補給機こうのとり2号機(HTV-2)が打ち上げられました。	70	n012201t1	J_H2B	2	J_H2B_2				
01/23 07:00:00	【今日の人工衛星】1/23 1984年：ゆり2号a　日本の放送衛星。打ち上げ直後に太陽電池の故障が見つかったため、NHKの衛星放送は2チャンネルの予定を1チャンネルに縮小することを余儀なくされた	97	n012301d							
01/23 07:01:00	【今日の人工衛星】1/23 2009年：いぶき　日本の地球観測衛星。温室効果ガス測定を目的としている。当初の計画に変更が加えられ、京都議定書への寄与する観測に重点が絞られている	88	n012302d	J_H2A	15	J_H2A_15				
01/23 12:54:00	★2009年の今日1/23 12:54、H-IIAロケット15号機で温室効果ガス観測技術衛星いぶき（GOSAT）と相乗り衛星7基が打ち上げられました。	75	n012302t1	J_H2A	15	J_H2A_15				
01/23 13:18:00	★H-IIAロケット15号機の打上から24分後、小型実証衛星1型（JAXA）が分離されました。	47	n012302t2	J_H2A	15	J_H2A_15				
01/23 13:22:00	★H-IIAロケット15号機の打上から28分後、雷神（東北大・スプライト観測衛星）が分離されました。	50	n012302t3	J_H2A	15	J_H2A_15				
01/23 13:26:00	★H-IIAロケット15号機の打上から32分後、まいど1号（東大阪宇宙開発協同組合）が分離されました。	51	n012302t4	J_H2A	15	J_H2A_15				
01/23 13:30:00	★H-IIAロケット15号機の打上から36分後、かがやき（ソラン（株））が分離されました。	45	n012302t5	J_H2A	15	J_H2A_15				
01/23 13:34:00	★H-IIAロケット15号機の打上から40分後、輝汐（航空高専）が分離されました。	41	n012302t6	J_H2A	15	J_H2A_15				
01/23 13:39:00	★H-IIAロケット15号機の打上から45分後、空海（香川大学）が分離されました。	41	n012302t7	J_H2A	15	J_H2A_15				
01/23 13:43:00	★H-IIAロケット15号機の打上から49分後、ひとみ（東京大学）が分離されました。	42	n012302t8	J_H2A	15	J_H2A_15				
01/24 07:00:00	【今日の人工衛星】1/24 2006年：ALOS[だいち] 地球観測衛星、H-IIA 8号機で10:33に打ち上げ。東日本大震災直後の被災地の観測も行っていたが、2011年4月22日に活動が停止してしまい、5月12日に運用が停止された。	118	n012401d	J_H2A	8	J_H2A_8				
01/24 10:33:00	★2006年の今日1/24 10:33、H-IIAロケット8号機で地球観測衛星だいち(ALOS)が打ち上げられました。	59	n012401t1	J_H2A	8	J_H2A_8				
01/24 07:01:00	【今日の人工衛星】1/24 1990年：MUSES-A[ひてん] 工学実験衛星、M-3SII 5号機で20:46打ち上げ。初のエアロブレーキ実験に成功、日本がスウィングバイを含め衛星を自由に操る技術を習得することができた。	111	n012402d	J_M3S2	5	J_M3S2_5				
01/24 20:46:00	★1990年の今日1/24 20:46、M-3SIIロケット5号機で工学実験衛星ひてん（MUSES-A）が打ち上げられました。	63	n012402t1	J_M3S2	5	J_M3S2_5				
01/25 07:00:00	【今日の人工衛星】1/25 1994年：Clementine[クレメンタイン] 月探査衛星。月の南極に常に日光が当たらない領域(永久影)を発見。水の存在の示唆を得る。タイタン23Gで8:34に打ち上げ。	101	n012501d							
01/26 07:00:00	【今日の人工衛星】1/26 1978年：IUE[別名：エクスプローラー57号]紫外線天文衛星、アメリカ航空宇宙局(NASA)/欧州宇宙機関(ESA)/イギリス科学研究評議会(SRC)の共同開発。 	98	n012601d							
01/27 07:00:00	【今日の人工衛星】1/27 2000年：JAWSAT/ASUSat1他 JAWSATは複数の子衛星を射出できる衛星、アマチュア衛星を4個放出。 参考： https://www.jamsat.or.jp/oscar/jawsat/index.html	124	n012701d							
01/27 07:01:00	【今日の人工衛星・番外編】1/27 1967年：アポロ1号事故　発射台にて発射の予行演習中に火災が発生、船長ガス・グリソム、副操縦士エドワード・ホワイト、飛行士ロジャー・チャフィーの3人の飛行士が犠牲となった。ガス・グリソムはマーキュリー計画の飛行士の1人。	129	n012702d							
01/28 07:00:00	【今日の人工衛星】1/28 1986年：スペースシャトル「チャレンジャー号」爆発事故、7名の乗員が犠牲になり、TDRS-B[データ中継衛星]/Spartan(ハレー彗星観測衛星)が失われた。 	96	n012801d							
01/29 07:00:00	【今日の人工衛星】1/29 1964年：Saturn-SA5[サターンI型ロケット]5回目の打ち上げ実験。アポロ計画における初の搭載物が地球周回軌道投入、総重量は16t以上に及んだ。 	92	n012901d							
01/30 07:00:00	【今日の人工衛星】1/30 1969年：ISIS 1 カナダの電離層研究のための科学衛星、1984年の運用終了後、1990年まで日本が使用した。  どういう経緯で日本が使用権を得たんだろう…	95	n013001d							
01/31 07:00:00	【今日の人工衛星】1/31 1966年：ルナ9号 世界初の月面軟着陸。1971年：アポロ14号 アメリカ人初の宇宙飛行士アラン・シェパードが船長。彼は人類初の月面ゴルフをした。 	89	n013101d							
02/01 07:00:00	【今日の人工衛星】2/1 1958年：エクスプローラー1号 米国初の人工衛星。重量13kg、スプートニク1号の83kgより軽量。 そして、2003年のコロンビア号空中分解事故の日でもあります… 	97	n020101d							
02/02 07:00:00	【今日の人工衛星】2/2 2007年：北斗2A号(1D号とも) 北斗-2計画の初号機。現在使用されているかは不明。 2009年：オミド イラン初の国産人工衛星。イラン革命30周年記念。  	94	n020201d							
02/02 07:01:00	補足：イランは自力の打ち上げ能力を持つ9カ国目。V2ロケット⇒ソ連：スカッド⇒北朝鮮：ノドン⇒イラン：シャハブ（弾道ミサイル）⇒イラン：サフィール　という流れで打上能力を確保。その後、北朝鮮とニュージーランド・韓国も打上能力を獲得し、合計12ヶ国が人工衛星打上実績を持つ。	136	n020201d1				20240224	修正	ニュージーランドを数えない場合もある	
02/03 07:00:00	【今日の人工衛星】2/3 1966年：ESSA 1 米国環境科学局が管理する気象衛星1号機	45	n020301d							
02/03 07:01:00	【今日の人工衛星】2/3(UTC) 1994年：VEP[みょうじょう]H-IIロケット性能確認用ペイロード、OREX[りゅうせい]大気圏再突入実験衛星、H-II 1号機で打ち上げ	89	n020302d	J_H2	1	J_H2_1				
02/03 07:02:00	【今日の人工衛星】2/3   2018年：TRICOM-1R （たすき） SS-520   5号機により打ち上げ。SS-520は観測ロケットであったが、超小型衛星打ち上げ機への転用能力実証のため打ち上げられ、ギネス記録「実際に人工衛星を打ち上げた史上最小のロケット」に認定された    https://www.jaxa.jp/press/2018/04/20180427_guinness_j.html 	202	n020303d	J_SS520	5	J_SS520_5	20240318	追加		
02/03 14:03:00	★2018年の今日2/3 14:03:00、SS-520ロケット5号機によりTRICOM-1R（たすき）が打ち上げられました。この打ち上げは、のちにギネス記録「実際に人工衛星を打ち上げた史上最小のロケット」に認定されました。 https://www.jaxa.jp/press/2018/04/20180427_guinness_j.html 	172	n020303t1	J_SS520	5	J_SS520_5	20240318	追加	時刻はこちら https://www.jaxa.jp/press/2018/02/20180203_ss-520-5_j.html	
02/04 07:00:00	【今日の人工衛星】2/4 2002年：DASH[高速再突入実験機]・つばさ[民生部品・コンポーネント実証衛星] H-IIA 2号機、 1978年：EXOS-A[きょっこう]オーロラ観測、M-3H 2号機 1983年：さくら2A 静止通信衛星、N-II 3号機	129	n020401d	J_M3H	2	J_M3H_2				
02/04 07:20:00	★1994年の今日2/4 7:20、H-IIロケット1号機が打ち上げられました。日本のロケットとして主要技術を全て国内で開発した初めてのロケットでした。	76	n020401t1	J_H2	1	J_H2_1				
02/04 11:45:00	★2002年の今日2/4 11:45、H-IIAロケット2号機でDASH[高速再突入実験機]・つばさ[民生部品・コンポーネント実証衛星]が打ち上げられました。打上自体は成功しましたが、DASHはフェアリングからの分離に失敗しました。	116	n020401t2	J_H2A	2	J_H2A_2				
02/04 16:00:00	★1978年の今日2/4 16:00、M-3Hロケット2号機でオーロラ観測衛星EXOS-A[きょっこう]が打ち上げられました。	63	n020401t3	J_M3H	2	J_M3H_2				
02/05 07:00:00	【今日の人工衛星】2/5 1987年：ASTRO-C[ぎんが]X線天文衛星、M-3SII 3号機で打ち上げ。超新星1987Aの観測に成功。1991年11月1日に大気圏に突入し消滅。	90	n020501d	J_M3S2	3	J_M3S2_3				
02/05 15:30:00	★1987年の今日2/5 15:30、M-3SIIロケット3号機でX線天文衛星ASTRO-C[ぎんが]が打ち上げられました。	62	n020501t1	J_M3S2	3	J_M3S2_3				
02/06 07:00:00	【今日の人工衛星】2/6 1979年：あやめ1号 N-I 5号機で打ち上げ、静止衛星軌道への投入失敗。日本のかつての苦労が偲ばれます。	67	n020601d	J_N1	5	J_N1_5				
02/06 17:46:00	★1979年の今日2/6 17:46、N-Iロケット5号機であやめ1号が打ち上げられました。静止トランスファ軌道への投入は成功したものの、アポジモーター噴射中に通信が途絶、静止軌道への投入は失敗しました。	102	n020601t1	J_N1	5	J_N1_5				
02/07 07:00:00	【今日の人工衛星】2/7 1999年：スターダスト 彗星の塵を初めて回収。2004年にヴィルト第2彗星の塵を採取、2006年にカプセルは帰還。2011年2月14日にテンペル第1彗星をフライバイ、ディープインパクトが作ったクレーターを観測した。同年3月24日に運用終了。	134	n020701d							
02/07 07:01:00	【今日の人工衛星】2/7 1990年もも1号b 日本の海洋観測衛星。伸展展開機能実験ペイロード「おりづる」、アマチュア無線衛星「ふじ2号」と同時に打上。	76	n020702d	J_H1	6	J_H1_6				
02/07 10:33:00	★1990年の今日2/7 10:33、H-Iロケット6号機でもも1号bが、伸展展開機能実験ペイロード「おりづる」、アマチュア無線衛星「ふじ2号」と同時に打ち上げられました。	86	n020702t1	J_H1	6	J_H1_6				
02/08 07:00:00	【今日の人工衛星】2/8 1985年：Arabsat1,Brazilsat1 アラブ同盟とブラジルの通信放送衛星、アリアン3で同時打ち上げ。	70	n020801d							
02/09 07:00:00	【今日の人工衛星】2/9 1969年：TacSat1 アメリカの軍事衛星。 1983年：NOSS1-4 アメリカの偵察衛星システム。3つの衛星が組みになって無線送信を探知する。	88	n020901d							
02/10 07:00:00	【今日の人工衛星】2/10 1998年：GFO(Geosat Follow-On) 海面と衛星の距離を3.5cmの精度で測定できる衛星。2008年10月22日に運用停止。 http://gfo.wff.nasa.gov/	110	n021001d							
02/10 07:01:00	【今日の人工衛星】2/10 2000年：ASTRO-E X線天文衛星。M-Vロケット4号機で打ち上げたが、1段目のノズル破損により速度不足となり、打上に失敗した。	81	n021002d	J_M5	4	J_M5_4				
02/10 10:30:00	★2000年の今日2/10 10:30、M-Vロケット4号機が打ち上げられましたが、1段目のノズル破損によりX線天文衛星ASTRO-Eの打上は失敗しました。M-Vロケット唯一の打上失敗です。	95	n021002t1	J_M5	4	J_M5_4				
02/11 07:00:00	【今日の人工衛星】2/11 1970年：おおすみ 日本初の人工衛星。世界で4番目に自力打ち上げに成功した。 1992年：ふよう 地球資源衛星。日本初の合成開口レーダー搭載衛星。6年間活動した。	96	n021101d	J_L4S	5	J_L4S_5				
02/11 13:25:00	★1970年の今日2/11 13:25、日本初の人工衛星おおすみが打ち上げられました。世界で4番目。世界でも希有な「民生技術として開発された」ロケット。「無誘導重力ターン」で軌道投入という点も特徴的です。おおすみは2003年8月2日まで飛び続けました。	126	n021101t1	J_L4S	5	J_L4S_5				
02/11 07:01:00	【今日の人工衛星】2/11 1981年：きく3号　N-IIロケットの静止トランスファ軌道投入性能の確認、大型衛星の開発技術の習得を目的とした。ETS-IVであるがETS-IIIと打上順序が入れ替わったため、打上順につけられた愛称は3号となっている	123	n021102d	J_N2	1	J_N2_1				
02/11 10:50:00	★1992年の今日2/11 10:50、H-Iロケット9号機で地球観測衛星ふよう1号が打ち上げられました。	53	n021102t1	J_H1	9	J_H1_9				
02/11 17:30:00	★1981年の今日2/11 17:30、N-IIロケット1号機できく3号が打ち上げられました。N-IIロケットの性能試験を兼ねた打上でした。	70	n021102t2	J_N2	1	J_N2_1				
02/12 07:00:00	【今日の人工衛星】2/12 2000年：Garuda1 インドネシアの静止衛星、ACesという衛星通信・電話サービスを提供。 1986年：BS-2B[ゆり2号b] ゆり2号aのバックアップだか、2号a・ゆり3号aの不具合があり、それぞれをサポートした。	126	n021201d							
02/12 07:01:00	【今日の人工衛星】2/12 1997年：はるか(MUSES-B) 電波天文衛星。M-Vロケット初号機で打上。地上の電波望遠鏡と連携して巨大な電波望遠鏡と同等の性能を出すVLBIの宇宙側の望遠鏡として打上られ、スペースVLBIを実現した。	118	n021202d	J_M5	1	J_M5_1				
02/12 13:50:00	★1997年の今日2/12 13:50、M-Vロケット1号機で工学試験衛星はるか(MUSES-B)が打ち上げられました。	60	n021202t1	J_M5	1	J_M5_1				
02/13 07:00:00	【今日の人工衛星】2/13 1981年：コスモス1245号　旧ソ連の偵察衛星ゼニット6。低高度からの高解像度ミッションと、高高度からの広範囲観測ミッションの双方に使用。なぜ軍事衛星かというと、これしか衛星がないのよね…	109	n021301d							
02/14 07:00:00	【今日の人工衛星】2/14 1984年：おおぞら 中層大気観測衛星。打ち上げ時にロケットと衝突したものの、当初計画した科学的成果を上げた。1980年：SMM 太陽観測を行ったNASAの衛星。1984年にはチャレンジャー号により修理を受ける。	120	n021401d							
02/15 07:00:00	【今日の人工衛星】2/15 1967年：Diademe 2 フランスの測地衛星。予定より低い高度に投入された。打ち上げはディアマンAロケットで、アルジェリアにあったアマギール射場からの最後の衛星。	98	n021501d							
02/16 07:00:00	【今日の人工衛星】2/16 1971年：たんせい1号 Muロケット初の衛星、ロケットの性能確認が主目的。名前の由来は東大のスクールカラーの「淡青」。 1974年：たんせい2号 衛星制御システムの試験を目的とした衛星	107	n021601d	J_M4S	2	J_M4S_2				
02/16 13:00:00	★1971年の今日2/16 13:00、M-4Sロケット2号機でたんせい1号が打ち上げられました。	49	n021601t1	J_M4S	2	J_M4S_2				
02/16 14:00:00	★1974年の今日2/16 14:00、M-3Cロケット1号機でたんせい2号が打ち上げられました。	49	n021601t2	J_M3C	1	J_M3C_1				
02/16 07:01:00	【今日の人工衛星】2/16 1961年：Explorer 9 大気密度測定を目的とした衛星。純粋な固定燃料ロケットで初めて打ち上げられた衛星。1978年：うめ2号 1976年打ち上げの1号が1ヶ月で機能しなくなったために打ち上げられた。	118	n021602d							
02/16 07:02:00	【今日の人工衛星】2/16 1999年：JCSAT-6 JSAT（現・スカパーJSAT）が保有する通信衛星。東経124度の位置で運用されていたが2013年に東経82度へ移動、4Aから改名。2013年に運用終了。	105	n021603d				20170515	修正		
02/17 07:00:00	【今日の人工衛星】2/17 1996年：NEARシューメーカー 初めて小惑星とランデブーした衛星。小惑星エロスを探査。 2007年：THEMIS NASAのオーロラ嵐の引き金となる現象を調べる衛星。5機同時に打ち上げ観測。	111	n021701d							
02/17 07:01:00	【今日の人工衛星】2/17 1980年：たんせい4号 M-3Sロケットの打ち上げ性能試験、及び後続の科学衛星で使われる様々な技術の試験が目的。	71	n021702d	J_M3S	1	J_M3S_1				
02/17 09:40:00	★1980年の今日2/17 9:40、M-3Sロケット1号機でたんせい4号が打ち上げられました。	48	n021702t1	J_M3S	1	J_M3S_1				
02/17 07:02:00	【今日の人工衛星】2/17 2024年：ロケット性能確認用ペイロード（VEP-4） + CE-SAT-IE + TIRSAT H3ロケット2号機の打ち上げ性能・失敗の再発防止策の検証を目的とした打ち上げ。無事に成功し副衛星2機を軌道投入した。	121	n021703d	J_H3	2	J_H3_2	20240225	追加		
02/17 09:22:55	★2024年の今日2/17 9:22:55、H3ロケット2号機でロケット性能確認用ペイロード（VEP-4）・CE-SAT-IE・TIRSATが打ち上げられました。	81	n021703t1	J_H3	2	J_H3_2	20240225	追加		
02/18 07:00:00	【今日の人工衛星】2/18 2006年：MTSAT-2[ひまわり7号] 運輸多目的衛星。気象観測ミッションは2010年より本番運用に入った。2015年7月には後継機の8号に気象観測を引き継ぎ、9号打上により待機運用も終了。航空管制運用も2020年3月に終了した。	131	n021801d	J_H2A	9	J_H2A_9	20230217	修正		
02/18 15:27:00	★2006年の今日2/18 15:27、H-IIAロケット9号機でひまわり7号が打ち上げられました。1ヶ月以内に2基の大型ロケット打上（だいち、ひまわり7号）に成功したのは日本初でした。	93	n021801t1	J_H2A	9	J_H2A_9				
02/18 07:01:00	【今日の人工衛星】2/18 2000年：SUPERBIRD B2 スカパーJSATが保有する通信衛星。アリアン4ロケットで打上。東経162度の静止軌道から日本全国に通信サービスを提供。	92	n021802d							
02/19 07:00:00	【今日の人工衛星】2/19 1977年：たんせい3号 M-3Hロケットの試験、姿勢制御を実験。ヒートパイプや、誤作動が発生したが、これが後の衛星に活かされている 1988年：さくら3a号 実験用通信衛星さくらの3代目	108	n021901d	J_M3H	1	J_M3H_1				
02/19 14:15:00	★1977年の今日2/19 14:15、M-3Hロケット1号機でたんせい3号が打ち上げられました。	49	n021901t1	J_M3H	1	J_M3H_1				
02/19 07:01:00	【今日の人工衛星】2/19 1987年：もも1号 海洋観測衛星。N-IIロケット8号機で打上。日本初の地球観測衛星である。	61	n021902d	J_N2	8	J_N2_8				
02/20 07:00:00	【今日の人工衛星】2/20 1983年：てんま ISASのX線天文衛星2代目。観測運用は2年半にとどまった。 2001年：Odin スウェーデンのサブミリ波観測衛星。酸素分子からなる星間雲の存在を初めて発見。	104	n022001d	J_M3S	3	J_M3S_3				
02/20 14:10:00	★1983年の今日2/20 14:10、M-3Sロケット3号機でX線天文衛星てんまが打ち上げられました。	52	n022001t1	J_M3S	3	J_M3S_3				
02/20 07:01:00	【今日の人工衛星】2/20 1993年：あすか 宇宙X線観測衛星。M-3SIIロケット7号機で打上。2000年7月14日の太陽フレアによる地球大気膨張の影響で姿勢が乱れ観測不能に。2001年3月2日に大気圏に突入、消滅した。	112	n022002d	J_M3S2	7	J_M3S2_7				
02/20 11:00:00	★1993年の今日2/20 11:00、M-3SIIロケット7号機でX線天文衛星あすかが打ち上げられました。	54	n022002t1	J_M3S2	7	J_M3S2_7				
02/20 07:02:00	【今日の人工衛星】2/20(UTC、日本時間翌21日6:28) 2006年：あかり 赤外線天文衛星。赤外線観測のため望遠鏡を冷やす液体ヘリウムを搭載、消費し尽くす前に全天の94%の観測を完了した。バッテリーの劣化等のため、2011年11月24日に運用を終了した。	131	n022003d	J_M5	8	J_M5_8				
02/21 06:28:00	★2006年の今日2/21 6:28、M-Vロケット8号機で赤外線天文衛星あかりが打ち上げられました。	51	n022003t1	J_M5	8	J_M5_8				
02/21 06:29:00	★2006年2月21日6:28に打ち上げられたM-Vロケット8号機には、ソーラーセイルサブペイロード(SSP)も搭載され、ソーラーセイルの展開実験が行われました。実験自体は失敗しました。	93	n022003t2	J_M5	8	J_M5_8				
02/21 06:30:00	★2006年2月21日6:28に打ち上げられたM-Vロケット8号機には、もう1つのサブペイロードCute-1.7+APDも搭載されていました。初期運用には成功したものの、放射線により故障、姿勢制御やテーザー放出は行えませんでした。	115	n022003t3	J_M5	8	J_M5_8				
02/21 07:00:00	【今日の人工衛星】2/21 1979年：はくちょう 日本初のX線天文衛星。打ち上げ失敗したCORSAを3年で作り直して打ち上げたもの。 1981年：ひのとり 日本初の太陽観測衛星。命名は手塚治虫の同名漫画による。約10年間運用された。	117	n022101d	J_M3C	4	J_M3C_4				
02/21 09:30:00	★1981年の今日2/21 9:30、M-3Sロケット2号機で太陽観測衛星ひのとりが打ち上げられました。	52	n022101t1	J_M3S	2	J_M3S_2				
02/21 14:00:00	★1979年の今日2/21 14:00、M-3Cロケット4号機でX線天文衛星はくちょうが打ち上げられました。	54	n022101t2	J_M3C	4	J_M3C_4				
02/21 07:01:00	【今日の人工衛星】2/21(UTC、日本時間翌22日8:30) 1989年：あけぼの 地球磁気圏観測衛星、設計寿命の1年を大きく越えて、2015年4月23日まで26年間運用された。太陽活動周期2周期(22年)分の観測も達成した。	114	n022102d	J_M3S2	4	J_M3S2_4				
02/22 08:30:00	★1989年の今日2/22 8:30、M-3SIIロケット4号機で地球磁気圏観測衛星あけぼのが打ち上げられました。	57	n022102t1	J_M3S2	4	J_M3S2_4				
02/21 07:03:00	【今日の人工衛星】2/21 1998年：かけはし 通信放送技術衛星。移動体通信の実験が目的。H-IIロケット5号機で打上られたが、2段目の燃焼が短く、静止軌道への投入は失敗した。低軌道でも行える実験は実施された。	106	n022103d	J_H2	5	J_H2_5				
02/21 16:55:00	★1998年の今日2/21 16:55、H-IIロケット5号機で通信放送技術衛星かけはしが打ち上げられました。2段目LE-5Aの2回目の燃焼が予定より短く、静止軌道への投入は成功しませんでした。	97	n022103t1	J_H2	5	J_H2_5				
02/22 07:00:00	【今日の人工衛星】2/22 1980年：あやめ2号 実験用静止通信衛星、失敗したあやめ1号の予備衛星だが、アポジモーターの不具合により衛星軌道への投入は失敗。 1986年：Viking スウェーデンの最初の衛星。	106	n022201d	J_N1	6	J_N1_6				
02/22 17:35:00	★1980年の今日2/22 17:35、N-Iロケット6号機であやめ2号が打ち上げられました。	47	n022201t1	J_N1	6	J_N1_6				
02/23 07:00:00	【今日の人工衛星】2/23 1977年：きく2号 日本初の静止衛星。きくシリーズは技術試験衛星。	48	n022301d	J_N1	3	J_N1_3				
02/23 17:50:00	★1977年の今日2/23 17:50、N-Iロケット3号機できく2号が打ち上げられました。	46	n022301t1	J_N1	3	J_N1_3				
02/23 07:01:00	【今日の人工衛星】2/23 2008年：きずな(WINDS) 超高速インターネット衛星、最大で3.2Gbpsの当時世界最高速の通信を実施した。通信が回復しないことから2019/02/27に運用を停止した https://www.jaxa.jp/press/2019/03/20190301a_j.html	152	n022302d	J_H2A	14	J_H2A_14				
02/23 17:55:00	★2008年の今日2/23 17:55、H-IIAロケット14号機で超高速インターネット衛星きずな(WINDS)が打ち上げられました。	67	n022302t1	J_H2A	14	J_H2A_14				
02/24 07:00:00	【今日の人工衛星】2/24 2007年：IGS 4A/B 情報収集衛星(レーダー2号/光学3号機実証機)4Aは電源のトラブルにより2010年に運用停止。	76	n022401d	J_H2A	12	J_H2A_12				
02/24 13:41:00	★2007年の今日2/24 17:55、H-IIAロケット12号機で情報収集衛星(レーダー2号/光学3号機実証機)が打ち上げられました。	68	n022401t1	J_H2A	12	J_H2A_12				
02/24 07:01:00	【今日の人工衛星】2/24 1969年：マリナー6号 7号と共に火星を探査。6号は7号の探査に向けた情報提供も目的とした。両者により火星の表面の20%を撮影。 1975年：たいよう 熱圏観測衛星で、主目的は地球の観測。	109	n022402d							
